carat,cut,color,clarity,depth,table,x,y,z,price
1.01,Premium,G,VS2,61.6,61.0,6.46,6.36,3.95,5864
0.7,Very Good,G,VS2,63.3,57.0,5.62,5.66,3.57,2538
0.6,Ideal,H,VVS1,61.0,56.0,5.44,5.47,3.33,2568
0.33,Ideal,F,VVS1,62.5,54.0,4.43,4.46,2.78,880
0.38,Ideal,F,VVS2,62.7,56.0,4.61,4.64,2.9,1033
1.01,Very Good,F,SI1,62.8,58.0,6.35,6.43,4.01,4759
0.32,Ideal,E,VVS1,61.9,55.0,4.38,4.41,2.72,954
0.42,Ideal,E,SI1,62.1,55.0,4.81,4.79,2.98,953
0.38,Premium,E,SI2,59.9,56.0,4.79,4.72,2.85,596
0.75,Ideal,H,SI1,62.9,57.0,5.75,5.8,3.63,2523
1.02,Very Good,H,SI1,63.4,57.0,6.42,6.36,4.05,4884
0.3,Ideal,F,VS2,61.6,57.0,4.33,4.3,2.66,776
1.0,Fair,G,SI2,70.2,58.0,6.0,5.73,4.13,2326
1.02,Ideal,F,SI2,61.8,57.0,6.49,6.43,3.99,4832
1.03,Very Good,F,SI2,62.4,59.0,6.38,6.45,4.0,4503
0.31,Ideal,D,VVS2,62.4,56.0,4.34,4.38,2.72,766
0.83,Premium,E,SI1,60.7,58.0,6.06,6.09,3.69,3482
1.0,Good,H,SI2,63.9,58.0,6.36,6.28,4.03,3528
0.51,Ideal,H,IF,62.6,56.0,5.1,5.13,3.2,1920
0.38,Ideal,H,VVS2,62.3,53.3,4.65,4.69,2.91,832
0.51,Ideal,E,SI2,62.7,53.0,5.12,5.09,3.2,1265
1.11,Ideal,H,VVS2,61.4,57.0,6.63,6.67,4.08,6837
0.42,Very Good,D,SI1,60.8,59.0,4.82,4.85,2.94,810
0.4,Premium,E,VVS2,60.8,59.0,4.77,4.73,2.89,1056
0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,1103
1.02,Ideal,F,VVS2,61.9,57.0,6.53,6.42,4.01,9212
0.76,Premium,F,SI1,62.7,58.0,5.83,5.78,3.64,2631
1.71,Very Good,G,VS2,62.5,58.0,7.56,7.66,4.76,15829
0.41,Ideal,G,VS1,62.4,57.0,4.75,4.7,2.95,961
0.9,Good,I,VVS2,62.9,61.0,6.1,6.14,3.85,3946
0.61,Ideal,E,VS1,61.6,57.0,5.42,5.45,3.35,2161
0.83,Ideal,E,SI2,62.2,57.0,6.0,6.05,3.75,2870
1.23,Very Good,H,VS2,61.6,59.0,6.84,6.86,4.22,6459
1.06,Ideal,F,VS2,,56.0,6.56,6.61,4.04,7641
1.51,Good,J,VS1,63.5,60.0,7.23,7.29,4.61,7848
0.24,Ideal,F,VS2,61.8,57.0,3.97,4.02,2.47,417
0.36,Ideal,E,VS2,60.2,56.0,4.65,4.62,2.79,1080
0.56,Ideal,I,VVS1,,55.0,5.33,5.37,3.29,1616
1.02,Very Good,F,VS2,62.8,57.0,6.36,6.41,4.01,6911
1.04,Premium,D,SI2,62.4,56.0,6.5,6.45,4.04,5292
0.3,Ideal,H,SI2,60.0,56.0,4.41,4.43,2.65,408
1.2,Very Good,G,SI1,63.2,59.0,6.77,6.74,4.27,5665
0.71,Premium,F,SI2,59.6,59.0,5.79,5.75,3.44,2409
0.51,Ideal,D,VS1,61.6,57.0,5.13,5.16,3.17,1962
0.42,Ideal,E,VVS1,62.0,56.0,4.78,4.84,2.98,1400
1.04,Very Good,E,SI2,60.9,59.0,6.58,6.62,4.02,4486
1.01,Very Good,E,SI1,62.6,57.0,6.36,6.41,4.0,4912
0.38,Ideal,F,IF,60.7,57.0,4.69,4.73,2.86,1212
1.22,Ideal,H,VS2,61.3,56.0,6.85,6.88,4.21,8596
0.32,Ideal,H,VVS2,61.8,55.0,4.42,4.38,2.72,828
3.0,Good,I,I1,57.0,64.0,9.38,9.31,5.33,10863
1.06,Premium,D,SI2,60.9,60.0,6.55,6.52,3.98,4155
1.7,Premium,F,SI2,60.1,58.0,7.74,7.67,4.63,11322
0.7,Very Good,G,SI1,62.5,59.0,5.69,5.73,3.57,2545
0.55,Ideal,G,VVS1,62.6,56.0,5.24,5.27,3.29,2116
0.3,Ideal,F,IF,62.3,55.0,4.3,4.34,2.69,886
0.44,Ideal,H,SI1,61.6,56.0,4.87,4.93,3.02,911
0.32,Premium,G,VS2,62.5,58.0,4.36,4.38,2.73,561
1.2,Very Good,D,SI2,63.5,59.0,6.61,6.56,4.18,4758
1.03,Premium,H,SI1,62.2,60.0,6.4,6.43,3.99,4843
0.71,Good,I,SI1,62.6,63.0,5.54,5.61,3.49,1788
1.21,Very Good,F,SI2,62.7,57.0,6.74,6.81,4.25,5290
0.53,Ideal,E,VS1,61.6,55.6,5.19,5.24,3.22,2019
1.39,Premium,H,VS2,62.5,59.0,7.17,7.1,4.46,7006
0.42,Ideal,F,SI1,61.9,54.0,4.87,4.83,3.0,838
0.32,Premium,D,SI1,61.4,58.0,4.42,4.38,2.7,756
1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,8982
0.3,Ideal,E,VVS2,61.7,57.0,4.34,4.31,2.67,1013
0.33,Ideal,E,VVS2,61.8,56.0,4.44,4.46,2.75,891
0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,561
1.5,Ideal,H,VS2,62.8,57.0,7.3,7.25,4.57,11159
0.58,Ideal,E,VVS2,62.1,56.0,5.36,5.33,3.32,2551
1.23,Very Good,H,SI1,63.0,55.0,6.72,6.78,4.27,5665
1.01,Ideal,G,SI1,63.1,53.0,6.36,6.42,4.03,5430
0.34,Very Good,F,VS1,61.1,57.0,4.51,4.54,2.76,739
1.01,Ideal,H,SI1,60.4,58.0,6.5,6.54,3.94,5020
0.71,Ideal,I,VS1,62.1,56.0,5.72,5.68,3.54,2327
0.78,Very Good,G,SI2,63.7,55.9,5.82,5.85,3.72,2401
1.11,Ideal,J,VS1,61.3,55.0,6.65,6.75,4.11,5012
0.57,Good,E,SI2,58.5,61.0,5.4,5.43,3.17,1214
0.3,Ideal,F,VS1,62.6,57.0,4.29,4.34,2.7,570
0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,765
2.01,Ideal,G,SI2,61.7,57.0,8.13,8.1,5.01,18259
1.15,Very Good,H,SI1,60.9,57.0,6.72,6.8,4.12,5047
1.39,Premium,F,SI1,62.1,58.0,7.1,7.16,4.43,8476
0.42,Ideal,H,IF,61.9,56.0,4.81,4.79,2.97,1273
0.33,Ideal,F,VS2,62.3,56.0,4.41,4.45,2.76,666
1.5,Very Good,I,VS2,60.1,60.0,7.38,7.35,4.43,8974
0.5,Premium,F,VS1,61.8,60.0,5.06,5.1,3.14,1710
0.26,Ideal,I,VS1,61.6,54.0,4.08,4.12,2.53,578
1.42,Ideal,H,SI1,62.0,56.0,7.17,7.22,4.46,8529
0.31,Ideal,G,SI1,63.0,56.0,4.34,4.3,2.72,593
2.02,Ideal,H,SI2,62.1,56.0,8.13,8.09,5.04,12485
0.71,Premium,H,SI1,62.4,62.0,5.67,5.64,3.53,2207
0.28,Ideal,E,VVS2,60.7,57.0,4.22,4.25,2.57,612
1.01,Premium,G,VS2,62.4,58.0,6.38,6.41,3.99,5999
0.31,Ideal,H,VS1,61.7,57.0,4.38,4.34,2.69,698
1.5,Good,F,SI1,63.4,58.0,7.16,7.2,4.55,10766
0.7,Premium,J,VS1,59.6,62.0,5.77,5.7,3.42,1953
1.08,Ideal,H,SI2,61.2,57.4,6.57,6.63,4.04,4564
0.8,Premium,F,VS2,62.0,61.0,5.99,5.91,3.69,3369
0.25,Very Good,E,VVS2,63.0,57.0,4.0,4.06,2.54,575
0.76,Ideal,G,VVS1,62.0,54.7,5.83,5.87,3.62,3671
0.43,Very Good,E,VVS2,60.8,57.0,4.89,4.92,2.98,1245
0.35,Ideal,E,SI1,60.7,56.0,4.57,4.59,2.78,667
1.04,Good,F,SI1,,57.0,6.36,6.41,4.03,4828
0.5,Ideal,E,VS2,,55.0,5.19,5.16,3.15,1768
1.0,Premium,D,VS1,59.7,60.0,6.45,6.42,3.84,8124
0.3,Ideal,D,VVS2,61.5,55.0,4.34,4.38,2.68,1041
1.63,Very Good,I,SI1,62.0,54.0,7.6,7.67,4.73,9090
1.23,Ideal,I,VS1,,57.0,6.88,6.9,4.21,7881
0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,571
0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,367
1.51,Fair,I,SI1,68.3,57.0,6.95,6.87,4.72,8355
0.25,Very Good,E,VVS1,61.5,56.0,4.06,4.08,2.5,560
0.3,Ideal,G,VS1,62.9,57.0,4.31,4.28,2.7,776
1.01,Good,E,SI1,64.2,56.0,6.31,6.27,4.04,4032
0.7,Good,F,SI1,62.8,58.0,5.6,5.65,3.53,2470
0.4,Premium,E,SI1,60.9,60.0,4.77,4.75,2.9,945
0.54,Ideal,F,SI2,61.0,56.0,5.24,5.29,3.21,1173
0.54,Ideal,G,SI1,62.4,56.0,5.2,5.22,3.25,1350
1.5,Ideal,F,VS2,61.9,56.4,7.31,7.33,4.53,15444
1.0,Premium,H,VS1,60.7,59.0,6.44,6.4,3.9,5387
1.03,Ideal,H,VS1,61.5,57.0,6.49,6.45,3.98,4874
0.3,Fair,F,VS2,65.4,55.0,4.25,4.22,2.77,776
0.53,Ideal,E,VS2,60.8,56.0,5.28,5.25,3.21,1956
0.5,Very Good,F,SI1,60.0,54.0,5.13,5.2,3.1,1122
1.29,Ideal,D,I1,61.3,56.0,7.05,6.99,4.3,5158
0.31,Premium,F,VS2,62.4,58.0,4.31,4.34,2.7,625
0.3,Ideal,G,VVS1,62.0,54.0,4.35,4.36,2.7,764
1.02,Premium,E,VS2,60.0,59.0,6.56,6.54,3.93,7311
0.36,Very Good,E,VS2,62.3,58.0,4.51,4.55,2.82,789
0.98,Premium,H,I1,59.6,60.0,6.61,6.48,3.89,2046
0.35,Premium,J,VS1,62.2,58.0,4.54,4.49,2.81,591
0.52,Premium,G,VVS2,61.0,58.0,5.21,5.15,3.16,1835
1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,6071
0.81,Ideal,G,VS1,61.6,56.0,5.99,6.02,3.7,3923
0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,462
1.2,Very Good,H,VS1,60.2,57.0,6.88,6.95,4.16,8039
0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,663
1.5,Good,H,VS2,64.0,58.0,7.14,7.17,4.58,9620
1.5,Good,D,VS2,64.1,54.0,7.17,7.24,4.62,13232
0.35,Ideal,F,SI1,62.4,55.0,4.55,4.52,2.83,748
1.58,Ideal,I,SI2,62.3,57.0,7.42,7.34,4.6,6441
2.0,Very Good,H,SI2,,56.0,7.98,8.09,5.03,15446
1.19,Ideal,H,VS2,,59.0,6.82,6.73,4.21,6662
2.01,Ideal,H,SI2,61.9,57.0,8.09,8.06,5.0,14040
1.06,Very Good,H,SI2,62.4,54.0,6.5,6.54,4.07,4516
1.57,Very Good,D,SI1,58.9,58.0,7.57,7.63,4.48,12697
0.46,Ideal,F,SI1,62.5,56.0,4.92,4.94,3.08,953
0.36,Premium,E,VS2,62.5,58.0,4.52,4.57,2.84,684
1.0,Very Good,D,SI1,62.2,58.0,6.34,6.45,3.98,5621
0.36,Ideal,D,VS1,61.7,55.0,4.58,4.62,2.84,1094
0.3,Ideal,E,VS1,60.8,57.0,4.36,4.33,2.64,911
0.51,Ideal,H,SI2,62.0,55.0,5.12,5.14,3.18,1435
0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,966
1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,9521
0.7,Ideal,F,VS1,61.7,55.0,5.72,5.76,3.54,3154
1.52,Fair,H,I1,64.9,58.0,7.18,7.13,4.65,3504
1.06,Ideal,F,VVS2,62.1,57.0,6.5,6.54,4.05,8954
1.52,Premium,H,SI2,62.6,60.0,7.34,7.3,4.58,6086
0.33,Premium,H,VS1,62.4,60.0,4.39,4.42,2.75,540
2.09,Ideal,I,SI1,61.8,56.0,8.15,8.22,5.06,17114
0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,3034
1.18,Premium,G,SI2,62.5,54.0,6.81,6.78,4.25,5190
0.5,Very Good,H,SI1,63.1,55.0,5.09,5.02,3.19,984
1.02,Premium,H,SI1,61.9,61.0,6.42,6.34,3.95,4558
0.31,Ideal,H,VVS1,61.5,54.0,4.39,4.36,2.69,907
2.02,Very Good,J,SI2,63.5,57.0,7.94,8.02,5.07,11475
1.18,Ideal,E,VVS2,61.6,58.0,6.78,6.82,4.19,11184
0.61,Very Good,F,SI2,62.9,56.6,5.38,5.45,3.4,1437
0.5,Ideal,I,VVS2,60.5,57.0,5.14,5.17,3.12,1640
0.3,Very Good,G,IF,63.5,55.0,4.28,4.26,2.71,956
0.42,Premium,D,SI1,61.9,59.0,4.76,4.81,2.96,810
2.13,Premium,J,VS2,59.6,59.0,8.43,8.37,5.01,15110
1.01,Ideal,E,SI1,61.8,57.0,6.39,6.49,3.98,5262
0.38,Very Good,F,SI1,61.5,54.0,4.69,4.71,2.89,660
0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2369
1.06,Ideal,E,SI2,62.2,55.0,6.54,6.51,4.06,5319
0.72,Ideal,E,VS1,62.6,55.0,5.7,5.73,3.58,3275
0.41,Ideal,E,VS1,62.0,54.0,4.76,4.79,2.96,1079
0.4,Ideal,G,VS2,60.5,57.0,4.74,4.8,2.89,1003
0.5,Very Good,G,SI1,60.8,63.0,5.08,5.11,3.1,1171
1.0,Good,D,SI2,64.3,59.0,6.21,6.3,4.02,4065
1.4,Premium,I,VS1,61.6,59.0,7.22,7.17,4.43,7722
1.01,Fair,F,SI1,65.9,60.0,6.25,6.17,4.09,4561
0.21,Premium,D,VS2,58.3,59.0,3.96,3.93,2.3,386
0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,1337
1.56,Ideal,H,SI1,60.4,59.0,7.5,7.53,4.54,10642
0.35,Ideal,E,VS2,62.5,55.0,4.52,4.5,2.82,984
1.33,Premium,I,SI2,62.3,59.0,7.01,6.98,4.36,5765
0.34,Ideal,E,VVS1,62.3,56.0,4.45,4.48,2.78,1014
1.13,Premium,G,VS1,58.6,59.0,6.91,6.84,4.03,7404
0.75,Ideal,F,SI2,62.4,56.0,5.84,5.79,3.63,2458
0.7,Very Good,D,VS1,60.4,58.0,5.71,5.78,3.47,3008
1.6,Premium,H,SI2,62.4,60.0,7.48,7.43,4.65,9229
1.95,Very Good,H,SI1,62.9,58.0,7.86,7.94,4.97,14603
1.22,Ideal,I,VS2,62.5,57.0,6.83,6.9,4.29,5960
0.9,Ideal,J,VS1,62.6,55.0,6.13,6.11,3.83,3048
0.28,Very Good,H,VVS2,62.7,54.0,4.16,4.19,2.61,522
0.32,Ideal,E,VS2,62.3,56.0,4.38,4.41,2.74,702
0.41,Good,E,SI1,63.1,57.0,4.73,4.78,3.0,705
0.3,Good,J,SI1,63.4,54.0,4.23,4.29,2.7,351
0.72,Very Good,G,VS1,63.5,55.0,5.75,5.68,3.63,2422
0.9,Very Good,G,SI2,63.1,55.0,6.16,6.13,3.88,3452
0.41,Ideal,D,VVS1,62.3,57.0,4.77,4.73,2.96,1582
1.52,Ideal,D,VS1,61.2,57.0,7.4,7.46,4.55,17659
2.51,Very Good,E,SI2,63.1,56.0,8.65,8.6,5.44,16717
0.52,Ideal,E,VS2,60.9,57.0,5.21,5.23,3.18,1689
0.53,Ideal,E,VVS1,62.1,55.0,5.18,5.23,3.23,2604
1.31,Premium,J,SI2,59.7,59.0,7.06,7.01,4.2,3697
0.36,Ideal,D,SI1,62.0,54.0,4.58,4.61,2.85,626
0.8,Premium,H,VS2,61.2,53.0,6.05,5.98,3.68,2867
1.23,Ideal,H,SI2,60.6,56.0,6.94,6.92,4.2,6199
0.51,Premium,D,VS1,59.5,57.0,5.24,5.21,3.11,1873
0.3,Good,H,SI2,63.2,55.0,4.26,4.29,2.7,378
1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,7866
1.5,Ideal,F,VS2,62.6,57.0,7.27,7.34,4.57,14759
0.56,Ideal,G,VS2,62.2,57.0,5.29,5.25,3.28,1585
1.51,Premium,E,VS2,62.2,59.0,7.4,7.36,4.59,14844
1.0,Fair,F,VS1,65.3,59.0,6.25,6.21,4.07,6397
1.17,Good,H,SI2,63.8,58.0,6.73,6.57,4.24,4914
0.42,Very Good,E,VS2,61.9,59.0,4.75,4.81,2.96,958
0.33,Premium,G,VS1,62.4,59.0,4.47,4.41,2.77,854
1.01,Ideal,I,SI1,60.6,57.0,6.51,6.56,3.96,3999
0.31,Ideal,D,VVS2,61.2,56.0,4.35,4.37,2.67,804
0.77,Very Good,I,VS2,60.2,59.0,5.89,5.97,3.57,2584
0.41,Very Good,F,SI1,62.9,56.0,4.71,4.73,2.97,755
0.42,Premium,G,VS1,59.4,59.0,4.9,4.86,2.9,984
0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,863
1.04,Premium,E,SI2,59.2,58.0,6.64,6.7,3.95,4484
0.74,Good,G,VS2,64.2,53.0,5.72,5.69,3.66,2322
0.71,Very Good,G,VVS2,60.8,58.0,5.75,5.77,3.5,2977
0.6,Ideal,G,VS1,61.6,56.0,5.44,5.47,3.36,2131
0.28,Ideal,F,VS2,61.8,54.0,4.18,4.23,2.6,490
2.02,Ideal,J,SI2,62.2,57.0,8.11,8.18,5.07,12736
0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,1621
1.01,Very Good,H,VS2,61.6,60.0,6.46,6.39,3.96,5204
0.3,Ideal,E,VS1,60.0,56.0,4.39,4.41,2.64,663
0.77,Premium,E,SI1,60.4,58.0,6.0,5.88,3.59,2975
0.31,Ideal,F,IF,61.1,55.0,4.41,4.43,2.7,901
0.33,Very Good,G,VVS1,61.8,55.0,4.44,4.48,2.76,795
0.39,Very Good,G,IF,63.5,56.0,4.67,4.65,2.96,1271
0.5,Ideal,I,SI2,62.2,53.0,5.11,5.14,3.19,895
0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,625
0.3,Ideal,G,VS1,61.9,56.0,4.29,4.34,2.67,605
0.31,Good,H,VS1,63.6,55.0,4.29,4.32,2.74,544
0.28,Very Good,G,VVS2,61.4,55.0,4.21,4.24,2.59,522
0.36,Ideal,E,SI1,61.9,56.0,4.53,4.58,2.82,631
0.25,Ideal,G,VS1,,56.0,4.01,4.04,2.52,454
0.34,Ideal,E,SI1,60.4,57.0,4.53,4.55,2.74,723
1.16,Ideal,G,SI2,61.9,56.0,6.77,6.73,4.18,4969
0.41,Premium,H,SI1,60.5,58.0,4.85,4.81,2.92,876
0.33,Ideal,E,VS2,61.2,56.0,4.45,4.47,2.73,723
0.4,Ideal,I,VVS2,61.6,56.0,4.75,4.76,2.93,770
1.58,Premium,G,VS1,62.4,60.0,7.46,7.38,4.63,14451
1.23,Ideal,H,SI1,61.0,56.0,6.96,6.92,4.23,6439
1.07,Premium,G,VS2,62.1,58.0,6.59,6.55,4.08,6471
0.27,Ideal,H,VS1,61.2,54.0,4.2,4.23,2.58,464
0.6,Good,G,SI1,65.3,56.0,5.21,5.26,3.42,1350
1.02,Ideal,H,SI1,60.9,57.0,6.51,6.55,3.98,5522
0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,3734
0.32,Good,H,SI1,63.1,54.0,4.36,4.42,2.77,449
1.02,Ideal,F,VS2,61.0,56.0,6.55,6.62,4.02,6393
0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,4111
0.42,Ideal,G,VVS2,61.3,56.0,4.81,4.82,2.95,1031
0.23,Very Good,F,VS2,63.4,56.0,3.84,3.89,2.45,402
1.01,Good,G,VS2,63.2,64.0,6.34,6.28,3.99,5538
0.36,Premium,G,VS1,59.7,56.0,4.67,4.64,2.78,932
1.01,Premium,E,VS2,60.4,58.0,6.51,6.47,3.92,6787
1.65,Ideal,J,SI1,62.5,56.0,7.59,7.54,4.73,8334
1.05,Premium,G,SI2,61.3,58.0,6.55,6.6,4.03,4241
0.42,Ideal,G,VVS1,61.6,55.0,4.85,4.82,2.98,1235
2.01,Ideal,I,SI1,62.4,54.0,8.04,7.96,5.0,12617
0.52,Ideal,H,VVS1,61.7,53.0,5.19,5.25,3.22,1893
1.02,Very Good,D,SI2,61.3,62.0,6.42,6.46,3.95,3971
0.72,Very Good,E,SI2,62.3,58.0,5.7,5.76,3.57,2252
0.72,Ideal,H,VVS2,61.8,55.0,5.75,5.77,3.56,3417
1.01,Fair,F,VS2,65.5,62.0,6.19,6.23,4.07,5501
0.71,Ideal,E,VS2,62.5,56.0,5.7,5.75,3.58,2347
1.1,Ideal,H,SI1,62.5,57.0,6.6,6.56,4.11,4764
0.9,Ideal,H,SI2,62.0,57.0,6.19,6.17,3.83,3516
1.5,Very Good,I,VS2,60.8,58.0,7.36,7.42,4.49,9804
0.31,Ideal,G,VS1,61.9,56.0,4.34,4.38,2.7,542
1.21,Good,H,SI1,63.8,64.0,6.72,6.63,4.26,5407
0.72,Ideal,H,VS2,61.2,57.0,5.79,5.77,3.54,3018
0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,998
0.32,Ideal,F,VS2,61.3,57.0,4.4,4.37,2.69,828
1.45,Premium,D,SI1,62.2,58.0,7.12,7.03,4.4,10800
0.42,Premium,E,VS2,61.9,59.0,4.81,4.75,2.96,1024
1.24,Premium,G,IF,60.5,60.0,6.95,6.91,4.19,10508
0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,1754
1.51,Fair,D,SI2,66.2,54.0,7.19,7.08,4.72,6596
1.2,Premium,J,SI2,61.1,59.0,6.81,6.78,4.15,4234
0.32,Premium,E,SI1,60.2,60.0,4.39,4.44,2.66,561
0.53,Ideal,E,VS2,60.9,59.0,5.17,5.21,3.16,1607
0.71,Ideal,H,SI2,62.2,55.0,5.72,5.7,3.55,2360
0.5,Very Good,D,VS2,63.4,57.0,5.09,5.04,3.21,1758
0.51,Ideal,H,VS1,62.6,57.0,5.09,5.13,3.2,1438
1.0,Very Good,F,VS1,61.6,56.0,6.41,6.44,3.96,7504
0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,1804
1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,3017
0.52,Premium,H,VS1,61.4,57.0,5.27,5.16,3.2,1577
0.35,Ideal,G,VVS1,61.2,56.0,4.55,4.57,2.79,887
1.04,Very Good,H,VS2,60.9,58.0,6.5,6.6,3.99,5447
0.37,Premium,F,SI1,61.6,59.0,4.67,4.62,2.86,791
0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,489
1.01,Very Good,G,VS1,63.6,57.0,6.34,6.36,4.04,7021
0.41,Ideal,I,VVS1,61.7,57.0,4.73,4.76,2.93,875
0.7,Very Good,G,SI1,61.7,57.0,5.65,5.8,3.53,2010
1.02,Ideal,G,SI2,62.6,58.0,6.42,6.4,4.01,4363
0.79,Ideal,E,VS2,62.2,55.0,5.9,5.97,3.69,3827
2.06,Premium,I,SI1,60.9,61.0,8.32,8.16,4.99,14488
0.4,Ideal,F,SI1,59.8,57.0,4.82,4.85,2.89,916
0.8,Good,F,SI1,63.8,59.0,5.83,5.87,3.73,2941
0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,714
1.19,Ideal,H,SI2,61.7,56.0,6.83,6.78,4.2,4798
1.41,Premium,G,SI1,59.5,59.0,7.35,7.3,4.36,8758
1.62,Premium,G,VS1,60.7,58.0,7.62,7.54,4.6,14447
0.37,Premium,E,VS2,61.1,57.0,4.66,4.63,2.84,1041
0.51,Very Good,E,SI1,60.3,63.0,5.13,5.06,3.07,1340
0.28,Ideal,G,SI1,61.2,54.0,4.22,4.27,2.6,455
1.19,Premium,I,VS2,59.3,59.0,6.98,6.88,4.11,4591
0.92,Very Good,J,VS2,60.9,62.0,6.26,6.31,3.83,3146
1.2,Premium,G,SI1,62.5,60.0,6.74,6.68,4.21,5868
0.73,Ideal,D,SI1,61.2,57.0,5.79,5.81,3.55,2947
1.06,Premium,E,VS2,62.3,58.0,6.49,6.52,4.05,6716
0.52,Very Good,D,VS2,60.9,58.0,5.22,5.16,3.16,1555
0.67,Ideal,G,VS2,62.5,56.0,5.64,5.56,3.5,2010
1.08,Good,E,SI1,58.4,60.0,6.71,6.74,3.93,5575
0.3,Ideal,G,IF,62.2,55.0,4.31,4.34,2.69,863
1.08,Ideal,J,SI1,61.8,56.0,6.58,6.55,4.06,4524
1.0,Fair,H,SI2,66.1,59.0,6.18,6.13,4.07,3472
0.32,Very Good,I,SI1,62.8,58.0,4.34,4.39,2.74,432
1.3,Premium,F,VS2,60.4,59.0,7.06,7.12,4.28,9909
0.41,Good,D,VVS2,63.3,59.0,4.71,4.73,2.99,949
0.52,Very Good,E,VS2,59.2,59.0,5.23,5.27,3.11,1601
0.78,Ideal,I,VS2,59.8,58.0,5.98,6.02,3.59,2652
0.42,Premium,D,SI1,62.1,59.0,4.79,4.77,2.97,1040
0.46,Very Good,F,SI2,61.6,55.0,4.98,5.02,3.08,859
1.27,Premium,I,SI2,61.4,59.0,6.98,6.94,4.27,5249
0.71,Very Good,E,SI2,62.2,58.0,5.68,5.74,3.55,2238
0.57,Premium,H,SI1,59.3,58.0,5.46,5.4,3.22,1309
1.51,Good,I,SI1,63.9,59.0,7.18,7.26,4.61,9069
0.41,Premium,E,VS1,60.4,58.0,4.82,4.78,2.9,1153
0.54,Ideal,G,VVS2,61.9,55.0,5.2,5.3,3.25,1927
0.7,Ideal,I,SI2,61.3,57.0,5.7,5.73,3.5,1961
0.34,Ideal,I,VS1,62.0,56.0,4.5,4.53,2.8,555
0.31,Premium,H,VS1,61.8,61.0,4.36,4.32,2.68,698
0.43,Ideal,G,IF,61.3,56.0,4.86,4.9,2.99,1318
1.01,Premium,I,SI2,62.6,55.0,6.43,6.38,4.01,3818
0.5,Ideal,D,SI1,61.8,55.0,5.11,5.15,3.17,1848
1.04,Premium,G,SI2,60.9,58.0,6.58,6.52,3.99,4277
0.64,Very Good,D,SI2,62.8,54.0,5.5,5.52,3.46,1629
1.01,Premium,H,VS1,62.7,58.0,6.37,6.39,4.0,5199
0.79,Good,F,SI1,58.1,59.0,6.06,6.13,3.54,2756
0.53,Ideal,F,SI2,61.7,55.0,5.22,5.25,3.23,1421
0.35,Ideal,D,VVS1,61.5,57.0,4.55,4.52,2.79,1247
1.53,Premium,E,SI1,60.8,60.0,7.51,7.43,4.54,12499
0.91,Premium,H,VS2,61.0,59.0,6.32,6.27,3.84,4128
0.36,Premium,E,SI2,58.5,59.0,4.67,4.63,2.72,475
0.35,Ideal,F,VS2,60.5,57.0,4.6,4.52,2.76,906
0.38,Ideal,H,SI1,61.2,56.0,4.7,4.74,2.89,697
0.28,Very Good,F,VVS2,60.2,58.0,4.26,4.28,2.57,628
1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,5654
1.24,Premium,I,SI2,62.8,58.0,6.88,6.79,4.28,4375
0.72,Very Good,J,VVS1,60.1,58.0,5.8,5.84,3.5,2208
0.53,Ideal,H,VS1,62.3,54.0,5.18,5.22,3.24,1449
0.91,Premium,G,SI2,60.1,62.0,6.24,6.2,3.73,3047
1.6,Ideal,I,SI1,62.4,56.0,7.52,7.48,4.68,9901
1.51,Good,I,SI1,63.8,59.0,7.27,7.21,4.62,6266
0.34,Ideal,G,VS2,61.5,57.0,4.47,4.51,2.76,596
0.3,Premium,D,VS2,61.9,58.0,4.28,4.32,2.66,710
0.63,Ideal,E,VS2,60.8,57.0,5.53,5.55,3.37,2513
